group,n,actual_risk_rate,predicted_risk_rate,true_positive_rate,false_positive_rate,precision
N,7343,0.5169549230559717,0.4481819419855645,0.7096944151738672,0.16831124894276853,0.8185961713764813
Y,806,0.6277915632754343,0.5235732009925558,0.7233201581027668,0.18666666666666668,0.8672985781990521
