accuracy,precision,recall,f1,auc,fit_seconds,model,early_days,feature_set
0.7616198803497469,0.8239533287577213,0.6975595583962813,0.7555066079295154,0.8448828509095523,0.4338514998089522,RandomForest,28,all_features
0.7495014572787237,0.7976307996051333,0.7042417199302731,0.7480327110013887,0.8293795015670802,0.4122049000579864,RandomForest,28,behavior_assessment
0.7093112440558368,0.7540229885057471,0.6670540383497966,0.7078772930476337,0.7868801573104194,0.4000097999814898,RandomForest,28,behavior_only
0.705169504525234,0.7236609770453207,0.7144102266124346,0.7190058479532164,0.7431568060304594,0.2790473001077771,RandomForest,28,assessment_only
